,name,surname,address,postal_code,city,province,timestamp,type,amount_kg,price_kg,sales_amount
417,Elijah,Mccray,"Calle Y, nº 195",06143,Valverde de Leganés,Badajoz,2022-08-11 22:42:21,3,1.5,29.6,44.400000000000006
418,Dai,Key,"Calle T, nº 361",44113,Fuentes de Rubielos,Teruel,2022-10-07 22:45:25,3,1.5,24.4,36.599999999999994
419,Lev,Bates,"Calle J, nº 1",43009,Alforja,Tarragona,2022-02-03 00:57:33,3,0.5,24.2,12.1
420,Justin,Richards,"Calle E, nº 231",47024,Bolaños de Campos,Valladolid,2022-05-23 13:40:56,3,3.0,33.5,100.5
421,Hammett,Gilbert,"Calle T, nº 372",06161,Zarza-Capilla,Badajoz,2022-05-21 14:10:41,3,1.0,28.6,28.6
422,Kellie,Leach,"Calle B, nº 387",32017,Carballeda de Valdeorras,Ourense,2022-12-09 19:58:30,3,1.25,25.9,32.375
423,Florence,Moody,"Calle D, nº 379",49148,Peleas de Abajo,Zamora,2022-10-25 13:22:26,3,5.0,32.8,164.0
424,Christen,Ewing,"Calle R, nº 333",34228,Villanuño de Valdavia,Palencia,2022-06-06 14:14:14,3,5.0,25.6,128.0
425,Nicholas,Tucker,"Calle B, nº 103",31242,Urraul Bajo,Navarra,2022-08-15 21:49:55,3,5.0,29.2,146.0
426,Mohammad,Craig,"Calle M, nº 256",27052,Ribas de Sil,Lugo,2022-05-24 19:36:07,3,3.0,27.1,81.30000000000001
427,Cruz,Clemons,"Calle C, nº 392",22074,Campo,Huesca,2022-12-02 04:40:42,3,1.25,19.8,24.75
428,Nash,Anderson,"Calle Z, nº 33",40164,Rapariegos,Segovia,2022-07-15 04:57:02,3,1.5,29.4,44.099999999999994
429,Dawn,Raymond,"Calle O, nº 328",22901,Valle de Hecho,Huesca,2022-01-12 22:29:20,3,0.5,23.6,11.8
430,Orli,Love,"Calle R, nº 130",44085,Cosa,Teruel,2022-12-12 06:00:09,3,0.75,16.9,12.674999999999999
431,Carissa,Murray,"Calle T, nº 220",18061,Chimeneas,Granada,2022-06-23 05:37:02,3,0.5,26.4,13.2
432,Norman,Blackwell,"Calle C, nº 300",33078,Yernes y Tameza,Asturias,2022-11-01 14:12:43,3,0.5,31.3,15.65
433,Odysseus,Gregory,"Calle B, nº 311",05148,Narros del Puerto,Ávila,2022-08-28 07:25:43,3,1.25,19.4,24.25
434,Henry,Crane,"Calle I, nº 237",36901,"Illa de Arousa, A",Pontevedra,2022-01-19 15:21:16,3,0.25,32.5,8.125
435,Jacob,Galloway,"Calle A, nº 338",16068,Castillejo de Iniesta,Cuenca,2022-11-20 15:03:58,3,0.5,29.0,14.5
436,Suki,Berger,"Calle B, nº 307",31026,Aras,Navarra,2022-07-12 00:25:17,3,0.75,21.3,15.975000000000001
437,Fuller,Pierce,"Calle X, nº 11",18145,Ogíjares,Granada,2022-05-22 20:29:50,3,1.25,29.9,37.375
438,Kathleen,Woodard,"Calle N, nº 17",44068,Castelserás,Teruel,2022-10-10 10:40:50,3,0.75,34.0,25.5
439,Kadeem,Riddle,"Calle G, nº 116",09265,Piérnigas,Burgos,2022-10-27 20:30:07,3,1.5,30.8,46.2
440,Kameko,Curtis,"Calle T, nº 66",24197,Vega de Infanzones,León,2022-06-26 23:00:44,3,1.5,33.5,50.25
441,Omar,Puckett,"Calle Y, nº 129",12096,Rossell,Castellón,2022-09-21 08:31:10,3,1.5,20.5,30.75
442,Shad,Gomez,"Calle Q, nº 267",08134,Figaró-Montmany,Barcelona,2022-05-14 11:06:49,3,5.0,29.9,149.5
443,Rae,Buchanan,"Calle W, nº 262",45174,Totanés,Toledo,2022-09-26 22:22:33,3,5.0,33.9,169.5
444,Nayda,Galloway,"Calle L, nº 79",50236,Santa Cruz de Grío,Zaragoza,2022-02-25 20:03:22,3,2.0,20.6,41.2
445,Hu,Fry,"Calle D, nº 292",08027,"Cabanyes, Les",Barcelona,2022-01-06 13:49:01,3,0.5,24.8,12.4
446,Amir,Mckinney,"Calle G, nº 385",24162,Santovenia de la Valdoncina,León,2022-08-10 12:29:41,3,1.0,17.5,17.5
447,Craig,Patterson,"Calle S, nº 48",37010,"Alberca, La",Salamanca,2022-05-08 02:33:36,3,1.0,30.4,30.4
448,Barclay,Barnes,"Calle Y, nº 65",13084,Torre de Juan Abad,Ciudad Real,2022-10-25 06:01:04,3,1.25,27.0,33.75
449,Megan,Rollins,"Calle H, nº 143",09451,Villanueva de Gumiel,Burgos,2022-04-29 09:23:59,3,3.0,34.1,102.30000000000001
450,Troy,Whitfield,"Calle C, nº 179",49223,Trabazos,Zamora,2022-04-26 11:03:54,3,1.0,33.1,33.1
451,Uta,King,"Calle D, nº 381",17027,Breda,Girona,2022-08-28 03:04:14,3,1.5,16.8,25.200000000000003
452,Daniel,Waller,"Calle G, nº 151",47064,Fontihoyuelo,Valladolid,2022-12-26 10:10:07,3,1.0,21.4,21.4
453,Brynne,Nixon,"Calle C, nº 53",50172,Monreal de Ariza,Zaragoza,2022-04-15 07:58:05,3,0.5,28.5,14.25
454,Hyacinth,Mooney,"Calle N, nº 309",37063,"Cabeza de Béjar, La",Salamanca,2022-09-19 06:45:51,3,0.5,33.1,16.55
455,Gillian,Good,"Calle M, nº 321",05123,Mediana de Voltoya,Ávila,2022-09-05 04:29:30,3,4.0,28.6,114.4
456,Hasad,Conner,"Calle E, nº 308",31260,Valle de Yerri/Deierri,Navarra,2022-07-21 03:44:20,3,5.0,21.9,109.5
457,Davis,Decker,"Calle E, nº 213",05182,Pedro Bernardo,Ávila,2022-12-25 12:12:25,3,5.0,26.1,130.5
458,Brenden,Fisher,"Calle U, nº 91",17155,Salt,Girona,2022-03-23 01:29:10,3,3.0,31.9,95.69999999999999
459,Rylee,Briggs,"Calle S, nº 83",23012,Beas de Segura,Jaén,2022-03-10 17:47:26,3,2.0,27.9,55.8
460,Charles,Abbott,"Calle U, nº 176",16050,Cañaveras,Cuenca,2022-07-29 06:26:13,3,3.0,26.1,78.30000000000001
461,Leonard,Ferguson,"Calle V, nº 162",46050,Benagéber,Valencia,2022-03-31 21:33:50,3,0.25,32.9,8.225
462,Vincent,Golden,"Calle K, nº 211",25189,Rosselló,Lleida,2022-06-01 12:42:42,3,4.0,33.9,135.6
463,Mia,Fulton,"Calle T, nº 106",40004,Aguilafuente,Segovia,2022-02-26 09:08:51,3,0.75,25.0,18.75
464,Zenia,Mcguire,"Calle U, nº 400",28181,Villaviciosa de Odón,Madrid,2022-02-22 18:04:30,3,1.25,16.9,21.125
465,Carissa,Hicks,"Calle N, nº 173",01028,Labastida/Bastida,Álava,2022-07-23 22:27:02,3,1.0,26.8,26.8
466,Joel,Dotson,"Calle S, nº 27",39073,Santa Cruz de Bezana,Cantabria,2022-06-22 23:57:43,3,1.25,32.5,40.625
467,Steven,Dickson,"Calle T, nº 192",09180,Iglesias,Burgos,2022-05-25 14:12:12,3,0.25,22.8,5.7
468,Candice,Payne,"Calle M, nº 339",44245,Valdeltormo,Teruel,2022-06-03 08:28:40,3,1.25,28.9,36.125
469,Montana,Pratt,"Calle T, nº 118",09148,Grijalba,Burgos,2022-09-07 23:18:59,3,0.75,33.4,25.049999999999997
470,Roanna,Barker,"Calle K, nº 12",49231,Vega de Tera,Zamora,2022-11-17 01:55:34,3,1.5,17.5,26.25
471,Demetrius,Sears,"Calle F, nº 190",44193,Puertomingalvo,Teruel,2022-02-04 05:17:53,3,1.5,17.9,26.849999999999998
472,Colton,Ward,"Calle X, nº 224",17063,Espinelves,Girona,2022-08-30 05:39:06,3,3.0,33.1,99.30000000000001
473,Andrew,Richard,"Calle L, nº 294",24090,Lucillo,León,2022-06-28 18:57:55,3,3.0,29.0,87.0
474,Barrett,Brooks,"Calle C, nº 346",10091,Guijo de Santa Bárbara,Cáceres,2022-03-15 03:15:55,3,0.5,18.1,9.05
475,Jackson,O'brien,"Calle Z, nº 47",26092,Manjarrés,La Rioja,2022-09-11 04:10:53,3,4.0,16.5,66.0
476,Francesca,Tanner,"Calle B, nº 291",50139,Letux,Zaragoza,2022-06-05 17:23:09,3,1.0,15.9,15.9
477,Anastasia,York,"Calle H, nº 99",45183,"Ventas de Retamosa, Las",Toledo,2022-07-27 08:09:54,3,5.0,20.3,101.5
478,Rogan,Stuart,"Calle T, nº 143",06053,Fuente del Arco,Badajoz,2022-09-01 23:26:26,3,0.5,29.3,14.65
479,Ori,Rosa,"Calle Q, nº 11",09301,Quintanilla Vivar,Burgos,2022-03-07 16:04:16,3,2.0,23.9,47.8
480,Kenyon,Underwood,"Calle M, nº 234",47157,Sardón de Duero,Valladolid,2022-02-22 01:38:37,3,0.25,18.8,4.7
481,Lydia,Beasley,"Calle V, nº 14",25030,"Pont de Bar, El",Lleida,2022-01-29 02:31:07,3,1.25,29.3,36.625
482,Cherokee,Olsen,"Calle T, nº 96",18040,Cáñar,Granada,2022-12-31 15:59:06,3,4.0,25.6,102.4
483,Stacey,Burton,"Calle T, nº 178",33039,Muros de Nalón,Asturias,2022-11-02 11:14:54,3,4.0,29.8,119.2
484,Baker,Mcdowell,"Calle O, nº 37",22184,Poleñino,Huesca,2022-03-30 12:42:58,3,0.5,33.6,16.8
485,Thomas,Estrada,"Calle F, nº 109",03025,Benferri,Alicante,2022-09-03 10:45:06,3,0.25,32.3,8.075
486,Tasha,Merritt,"Calle L, nº 278",37299,Santiz,Salamanca,2022-10-19 07:41:29,3,5.0,17.2,86.0
487,Bo,Parker,"Calle H, nº 192",01054,Urkabustaiz,Álava,2022-07-08 23:06:26,3,2.0,32.8,65.6
488,Wanda,Wallace,"Calle T, nº 399",34102,Mazariegos,Palencia,2022-11-14 08:25:48,3,1.25,31.7,39.625
489,Brian,Lynn,"Calle I, nº 313",27037,"Nogais, As",Lugo,2022-10-04 15:53:31,3,0.75,33.0,24.75
490,Hashim,Kidd,"Calle P, nº 4",10058,Casatejada,Cáceres,2022-01-17 06:12:11,3,0.75,28.5,21.375
491,Yasir,Stevenson,"Calle E, nº 200",45199,"Viso de San Juan, El",Toledo,2022-07-02 04:19:34,3,1.5,32.7,49.050000000000004
492,Miriam,Fox,"Calle X, nº 165",46227,Senyera,Valencia,2022-06-01 12:58:16,3,4.0,17.3,69.2
493,Quinlan,Mann,"Calle K, nº 64",05072,Espinosa de los Caballeros,Ávila,2022-05-09 23:53:31,3,1.25,26.8,33.5
494,Madeson,Curtis,"Calle D, nº 74",16243,Villaescusa de Haro,Cuenca,2022-03-22 06:42:07,3,1.5,30.5,45.75
495,Abdul,Romero,"Calle Y, nº 370",21902,"Zarza-Perrunal, La",Huelva,2022-09-10 18:51:05,3,0.75,24.9,18.674999999999997
496,Carson,Sims,"Calle X, nº 327",20061,Orio,Gipuzkoa,2022-04-17 23:32:27,3,1.25,20.1,25.125
497,Thomas,Mendez,"Calle E, nº 247",42156,Reznos,Soria,2022-07-20 09:21:48,3,3.0,30.5,91.5
498,Mikayla,Todd,"Calle B, nº 10",03056,Cocentaina,Alicante,2022-10-26 18:58:56,3,3.0,29.2,87.6
499,Arden,Spencer,"Calle W, nº 82",09330,Salas de los Infantes,Burgos,2022-01-15 10:59:00,3,5.0,26.2,131.0
500,Janna,Chan,"Calle E, nº 322",17230,Vila-sacra,Girona,2022-11-24 16:18:59,3,1.5,17.9,26.849999999999998
501,Raya,Dunn,"Calle S, nº 10",43002,Albinyana,Tarragona,2022-03-15 16:28:12,3,3.0,19.7,59.099999999999994
502,Michelle,Mosley,"Calle Y, nº 305",25908,Fígols i Alinyà,Lleida,2022-11-21 05:05:38,3,2.0,29.9,59.8
503,Robin,Cunningham,"Calle H, nº 383",09036,Bañuelos de Bureba,Burgos,2022-12-07 06:38:26,3,3.0,21.2,63.599999999999994
504,Lewis,Morales,"Calle Y, nº 48",48005,Arakaldo,Bizkaia,2022-06-28 01:48:30,3,0.5,28.8,14.4
505,Cally,Holden,"Calle P, nº 94",34131,Población de Arroyo,Palencia,2022-08-25 00:09:00,3,0.25,34.3,8.575
506,Wynne,Becker,"Calle G, nº 234",47198,Villacarralón,Valladolid,2022-12-06 11:34:56,3,0.25,15.7,3.925
507,Camden,Holmes,"Calle K, nº 348",16096,Graja de Iniesta,Cuenca,2022-02-06 12:05:37,3,0.5,25.1,12.55
508,Stuart,Booth,"Calle W, nº 368",44105,Fórnoles,Teruel,2022-10-25 18:23:25,3,1.0,32.5,32.5
509,Kenneth,Collier,"Calle I, nº 24",12131,Villamalur,Castellón,2022-08-09 08:11:50,3,5.0,32.4,162.0
510,Emi,Douglas,"Calle I, nº 287",43119,Puigpelat,Tarragona,2022-02-18 17:54:59,3,4.0,31.7,126.8
511,Julie,Berg,"Calle F, nº 179",43088,Montbrió del Camp,Tarragona,2022-05-01 14:25:57,3,1.0,25.1,25.1
512,Marny,Bullock,"Calle D, nº 23",06045,Entrín Bajo,Badajoz,2022-08-01 05:01:43,3,0.25,21.0,5.25
513,Nathaniel,Duran,"Calle W, nº 236",08246,Santa Eugènia de Berga,Barcelona,2022-03-17 05:58:00,3,0.75,15.7,11.774999999999999
514,Nasim,Carr,"Calle M, nº 10",29046,Cortes de la Frontera,Málaga,2022-09-10 15:45:08,3,2.0,28.5,57.0
515,Marshall,Mccarthy,"Calle P, nº 97",19105,Chiloeches,Guadalajara,2022-08-05 20:51:13,3,1.0,32.7,32.7
516,Derek,Moran,"Calle G, nº 129",24021,Boñar,León,2022-01-14 10:01:47,3,1.0,17.0,17.0
517,Sonia,Tran,"Calle L, nº 384",31041,Ayegui/Aiegi,Navarra,2022-05-01 01:33:32,3,1.25,21.8,27.25
518,Myra,Hale,"Calle W, nº 354",45901,Santo Domingo-Caudilla,Toledo,2022-06-17 09:09:02,3,3.0,30.0,90.0
519,Igor,Forbes,"Calle N, nº 376",20042,Ibarra,Gipuzkoa,2022-01-20 17:07:02,3,2.0,29.9,59.8
520,Hillary,Hale,"Calle Z, nº 369",22062,Bisaurri,Huesca,2022-12-17 21:59:54,3,1.0,22.8,22.8
521,Richard,Lancaster,"Calle B, nº 307",25206,"Soleràs, El",Lleida,2022-08-01 14:33:14,3,5.0,23.8,119.0
522,Wilma,Kennedy,"Calle D, nº 104",12042,Catí,Castellón,2022-09-06 19:22:37,3,3.0,30.2,90.6
523,Quintessa,Rogers,"Calle J, nº 398",09360,San Vicente del Valle,Burgos,2022-06-28 06:43:30,7,3.0,19.2,57.599999999999994
524,Nell,Vance,"Calle D, nº 137",34163,San Mamés de Campos,Palencia,2022-03-16 21:15:30,7,1.25,16.9,21.125
525,Hyatt,Stanton,"Calle W, nº 118",37375,Villoruela,Salamanca,2022-10-22 13:35:05,7,4.0,28.4,113.6
526,Branden,Morse,"Calle C, nº 17",17139,"Preses, Les",Girona,2022-01-30 00:02:07,7,0.75,34.1,25.575000000000003
527,Maxwell,Lawrence,"Calle L, nº 389",25016,Alguaire,Lleida,2022-08-15 15:37:21,7,1.0,24.9,24.9
528,Walter,Poole,"Calle B, nº 338",34035,Boadilla de Rioseco,Palencia,2022-05-27 02:31:51,7,5.0,26.6,133.0
529,Bernard,Cabrera,"Calle R, nº 62",05166,Navarredondilla,Ávila,2022-08-28 21:34:23,7,2.0,30.1,60.2
530,Eleanor,Peck,"Calle J, nº 256",49181,Rosinos de la Requejada,Zamora,2022-01-04 06:56:46,7,5.0,25.3,126.5
531,Melodie,Douglas,"Calle P, nº 180",12104,Segorbe,Castellón,2022-07-23 11:09:37,7,1.5,29.9,44.849999999999994
532,Jeremy,Cunningham,"Calle A, nº 42",29062,Iznate,Málaga,2022-09-13 17:46:49,7,0.25,15.5,3.875
533,John,Murray,"Calle O, nº 49",27004,Baleira,Lugo,2022-05-02 00:29:05,7,2.0,20.2,40.4
534,Fallon,Mcfadden,"Calle S, nº 55",13092,Villanueva de la Fuente,Ciudad Real,2022-11-30 04:20:57,7,0.5,27.8,13.9
535,Maxine,Hawkins,"Calle I, nº 348",34011,Amusco,Palencia,2022-12-05 10:47:33,7,0.25,23.9,5.975
536,Cole,Diaz,"Calle C, nº 210",40031,Bernuy de Porreros,Segovia,2022-08-05 01:10:27,7,1.5,22.9,34.349999999999994
537,Orlando,Weaver,"Calle E, nº 32",08098,Sant Salvador de Guardiola,Barcelona,2022-10-21 14:28:52,7,0.5,28.3,14.15
538,Marcia,Powers,"Calle F, nº 367",09425,Vilviestre del Pinar,Burgos,2022-05-31 17:49:02,7,0.5,25.3,12.65
539,Jane,Beard,"Calle A, nº 62",33055,Ribadedeva,Asturias,2022-06-08 18:49:52,7,1.5,34.7,52.050000000000004
540,Kane,Graves,"Calle B, nº 169",36055,Tui,Pontevedra,2022-04-02 01:41:19,7,1.25,30.1,37.625
541,Sylvester,Curtis,"Calle W, nº 235",19135,Hiendelaencina,Guadalajara,2022-03-14 09:08:28,7,1.0,15.8,15.8
542,Jeremy,Gould,"Calle E, nº 162",22136,Lalueza,Huesca,2022-01-27 05:55:46,7,1.5,31.0,46.5
543,Cecilia,Cook,"Calle Q, nº 8",45038,Carranque,Toledo,2022-09-25 09:14:55,7,0.75,34.9,26.174999999999997
544,Nathaniel,Dunn,"Calle H, nº 294",45006,Alcaudete de la Jara,Toledo,2022-01-14 08:27:12,7,0.75,32.4,24.299999999999997
545,Vanna,Lawrence,"Calle D, nº 31",24124,Quintana del Marco,León,2022-07-26 22:28:55,7,1.0,31.9,31.9
546,Kerry,Perez,"Calle B, nº 314",43104,"Perelló, El",Tarragona,2022-03-06 23:16:04,7,0.5,17.4,8.7
547,Slade,Wynn,"Calle X, nº 352",25001,Abella de la Conca,Lleida,2022-12-24 13:21:04,7,0.5,19.5,9.75
548,Vera,Parker,"Calle N, nº 165",22205,San Esteban de Litera,Huesca,2022-08-01 00:36:17,7,2.0,15.8,31.6
549,Nelle,Herring,"Calle P, nº 336",15077,Santa Comba,Coruña,2022-03-18 06:40:36,7,0.5,15.7,7.85
550,Igor,Larsen,"Calle K, nº 40",23005,Andújar,Jaén,2022-03-24 13:59:39,7,4.0,25.3,101.2
551,Reed,Meyer,"Calle T, nº 10",00000,Terrer,Not_Found,2022-05-23 21:02:37,7,0.75,28.5,21.375
552,Mira,Cabrera,"Calle Q, nº 236",29092,Totalán,Málaga,2022-09-28 20:09:44,7,1.25,19.9,24.875
553,Ayanna,Gaines,"Calle Y, nº 380",26002,Agoncillo,La Rioja,2022-05-09 18:09:57,7,3.0,30.3,90.9
554,Alfreda,Joyce,"Calle N, nº 185",19109,Embid,Guadalajara,2022-03-29 22:44:02,7,4.0,16.6,66.4
555,Kirsten,Rowland,"Calle U, nº 226",37120,Encina de San Silvestre,Salamanca,2022-12-05 07:56:27,7,1.25,16.5,20.625
556,Gary,May,"Calle X, nº 108",10099,Holguera,Cáceres,2022-09-18 12:49:19,7,1.25,15.6,19.5
557,Jason,Sellers,"Calle N, nº 223",41019,Burguillos,Sevilla,2022-07-19 01:59:03,7,0.25,24.3,6.075
558,Denise,Zamora,"Calle G, nº 174",09231,Nebreda,Burgos,2022-06-07 07:52:54,7,4.0,19.2,76.8
559,Jack,Benton,"Calle Y, nº 257",11004,Algeciras,Cádiz,2022-02-06 02:04:53,7,0.25,24.0,6.0
560,Orlando,Casey,"Calle S, nº 248",18116,Lanjarón,Granada,2022-10-18 13:58:31,7,1.0,23.2,23.2
561,Wynter,Nixon,"Calle W, nº 285",15069,Pontedeume,Coruña,2022-07-30 01:18:22,7,1.25,15.3,19.125
562,Mollie,Joyce,"Calle G, nº 228",10139,Pedroso de Acim,Cáceres,2022-12-01 13:46:25,7,1.5,18.9,28.349999999999998
563,Melanie,Stevens,"Calle K, nº 258",15020,Carnota,Coruña,2022-05-03 00:07:52,7,3.0,27.1,81.30000000000001
564,Yasir,Holloway,"Calle T, nº 398",24223,Villarejo de Órbigo,León,2022-12-17 18:26:22,7,1.25,27.6,34.5
565,James,Rowe,"Calle M, nº 126",50212,Pleitas,Zaragoza,2022-05-16 02:58:46,7,1.5,17.6,26.400000000000002
566,Alexandra,Stein,"Calle V, nº 29",19156,Jadraque,Guadalajara,2022-06-28 03:03:44,7,0.75,32.6,24.450000000000003
567,Elvis,Harrington,"Calle D, nº 86",10184,"Torno, El",Cáceres,2022-09-26 18:15:28,7,3.0,16.7,50.099999999999994
568,Jacob,Hooper,"Calle P, nº 168",24038,Carracedelo,León,2022-05-21 00:43:28,7,1.0,19.3,19.3
569,Stewart,Coffey,"Calle L, nº 333",34218,Villaluenga de la Vega,Palencia,2022-09-11 13:51:55,7,2.0,19.1,38.2
570,Amy,Fields,"Calle T, nº 225",37036,San Miguel del Robledo,Salamanca,2022-08-31 23:28:35,7,1.5,22.8,34.2
571,Henry,Robbins,"Calle U, nº 338",37317,Tarazona de Guareña,Salamanca,2022-03-01 04:33:47,7,1.5,16.3,24.450000000000003
572,Kylynn,Mercer,"Calle A, nº 181",12142,Zucaina,Castellón,2022-03-19 03:59:13,7,0.75,24.4,18.299999999999997
573,Gregory,Thomas,"Calle Q, nº 358",50071,Campillo de Aragón,Zaragoza,2022-10-08 03:21:10,7,1.5,27.1,40.650000000000006
574,Nicole,Small,"Calle P, nº 331",33071,Taramundi,Asturias,2022-08-16 18:23:36,7,4.0,25.6,102.4
575,Jasmine,Lucas,"Calle M, nº 166",16078,Cuenca,Cuenca,2022-10-20 00:29:45,7,0.5,26.1,13.05
576,Neil,Kramer,"Calle V, nº 344",31059,Burgui/Burgi,Navarra,2022-11-05 23:57:26,7,1.25,25.4,31.75
577,Briar,Oneal,"Calle N, nº 84",17147,Ripoll,Girona,2022-05-26 10:51:45,7,1.25,23.8,29.75
578,Kato,Sloan,"Calle M, nº 359",40013,Aldeasoña,Segovia,2022-12-27 06:38:02,7,1.5,18.7,28.049999999999997
579,Lionel,Webster,"Calle E, nº 98",39025,"Corrales de Buelna, Los",Cantabria,2022-12-12 01:58:32,7,1.25,24.9,31.125
580,Harper,Turner,"Calle B, nº 176",08151,Oristà,Barcelona,2022-06-02 07:53:04,7,5.0,20.8,104.0
581,Edward,Rivas,"Calle M, nº 173",06076,Maguilla,Badajoz,2022-03-02 04:43:41,7,0.75,29.6,22.200000000000003
582,Francesca,Zimmerman,"Calle K, nº 368",37334,Valdelageve,Salamanca,2022-11-19 06:26:30,7,3.0,21.0,63.0
583,Jayme,Lott,"Calle Z, nº 322",14072,Villaralto,Córdoba,2022-07-10 11:35:33,7,0.5,21.7,10.85
584,Price,Rose,"Calle U, nº 154",28132,San Martín de la Vega,Madrid,2022-10-15 21:59:21,7,4.0,32.4,129.6
585,Chadwick,Mayo,"Calle H, nº 323",24146,San Esteban de Nogales,León,2022-09-30 20:39:01,7,1.0,20.5,20.5
586,Chanda,Jennings,"Calle K, nº 346",16088,Fuentelespino de Moya,Cuenca,2022-04-09 01:23:24,7,3.0,16.9,50.699999999999996
587,Faith,Gray,"Calle Z, nº 27",02079,Villamalea,Albacete,2022-08-01 13:10:56,7,1.5,27.4,41.099999999999994
588,Noel,Miles,"Calle G, nº 224",24116,Posada de Valdeón,León,2022-10-25 08:22:40,7,0.5,27.0,13.5
589,Nehru,Oliver,"Calle W, nº 108",12015,Argelita,Castellón,2022-03-14 09:00:42,7,0.75,27.6,20.700000000000003
590,Indira,Aguilar,"Calle B, nº 3",46073,Bolbaite,Valencia,2022-02-02 15:57:44,7,0.75,31.2,23.4
591,Ursa,Rivers,"Calle P, nº 171",37026,Aldehuela de Yeltes,Salamanca,2022-11-27 22:33:52,7,4.0,19.0,76.0
592,Barclay,Harding,"Calle J, nº 323",46211,"Real de Gandia, el",Valencia,2022-10-09 20:14:13,7,1.25,31.7,39.625
593,Madeline,Goff,"Calle B, nº 375",09084,Castrillo de la Reina,Burgos,2022-08-14 00:56:40,7,1.25,25.4,31.75
594,Victoria,Christian,"Calle G, nº 315",50015,Alconchel de Ariza,Zaragoza,2022-01-01 14:31:14,7,0.25,21.5,5.375
595,Gage,Spears,"Calle L, nº 276",31075,Ciriza/Ziritza,Navarra,2022-12-16 18:00:30,7,1.25,34.0,42.5
596,Zia,Austin,"Calle D, nº 367",37282,Sanchotello,Salamanca,2022-06-26 00:44:15,7,0.25,31.8,7.95
597,Graiden,Reid,"Calle A, nº 158",09309,Regumiel de la Sierra,Burgos,2022-01-09 05:36:47,7,0.25,22.8,5.7
598,Cailin,Larsen,"Calle I, nº 180",46018,Alcublas,Valencia,2022-02-16 19:42:15,7,0.5,26.0,13.0
599,Leroy,Guerra,"Calle J, nº 391",31034,Aribe,Navarra,2022-08-26 19:20:20,7,5.0,17.5,87.5
600,Madeson,Schmidt,"Calle K, nº 27",49050,Cobreros,Zamora,2022-10-22 00:04:57,7,0.25,24.7,6.175
601,Harding,Waters,"Calle K, nº 156",48073,Ondarroa,Bizkaia,2022-12-17 15:12:34,7,0.75,30.5,22.875
602,Cailin,Butler,"Calle R, nº 44",49199,Santa Colomba de las Monjas,Zamora,2022-06-28 15:47:21,7,0.75,16.1,12.075000000000001
603,Aretha,Levine,"Calle S, nº 145",14002,Aguilar de la Frontera,Córdoba,2022-02-03 00:32:26,7,0.5,17.5,8.75
604,Donovan,Diaz,"Calle O, nº 34",21047,Manzanilla,Huelva,2022-11-20 03:22:48,7,1.5,26.8,40.2
605,Wynter,Terrell,"Calle Z, nº 251",15013,Brión,Coruña,2022-06-18 01:07:33,7,2.0,18.2,36.4
606,Oren,Burch,"Calle N, nº 16",36015,Cuntis,Pontevedra,2022-11-27 17:20:25,7,0.25,16.9,4.225
607,Daphne,Huffman,"Calle F, nº 342",46107,Chella,Valencia,2022-02-10 08:55:51,7,3.0,26.4,79.19999999999999
608,Coby,Moody,"Calle R, nº 150",36047,Rodeiro,Pontevedra,2022-08-30 18:13:58,7,1.5,28.5,42.75
609,Xavier,Bright,"Calle M, nº 163",21031,Encinasola,Huelva,2022-11-18 19:07:22,7,2.0,34.8,69.6
610,Wing,Carrillo,"Calle Q, nº 374",05088,Grandes y San Martín,Ávila,2022-01-11 07:11:16,7,1.25,34.2,42.75
611,Prescott,Pate,"Calle Z, nº 102",10075,Fresnedoso de Ibor,Cáceres,2022-08-13 05:27:38,7,1.0,16.6,16.6
612,Jolie,Silva,"Calle Z, nº 223",34199,Velilla del Río Carrión,Palencia,2022-02-06 11:36:27,7,1.25,21.9,27.375
613,Dai,Donovan,"Calle F, nº 383",24169,Toreno,León,2022-05-23 23:19:52,7,2.0,21.6,43.2
614,Charlotte,Page,"Calle X, nº 273",30022,Jumilla,Murcia,2022-04-29 01:29:36,7,1.5,27.1,40.650000000000006
615,Drew,Fitzgerald,"Calle O, nº 139",50180,Mozota,Zaragoza,2022-04-20 08:43:43,7,1.0,28.0,28.0
616,Quyn,Skinner,"Calle X, nº 362",21071,Valdelarco,Huelva,2022-02-09 19:37:38,7,3.0,32.2,96.60000000000001
617,Quyn,Mendez,"Calle E, nº 286",05055,Casillas,Ávila,2022-05-09 06:41:29,7,1.5,24.0,36.0
618,Seth,Mccray,"Calle G, nº 221",41088,San Nicolás del Puerto,Sevilla,2022-11-26 17:19:26,7,2.0,18.0,36.0
619,Lenore,Ramirez,"Calle Z, nº 385",19267,Terzaga,Guadalajara,2022-07-04 08:02:21,7,0.25,23.7,5.925
620,Daphne,Shields,"Calle F, nº 172",22213,Sariñena,Huesca,2022-09-24 10:47:22,7,0.75,30.3,22.725
621,Jonah,Britt,"Calle T, nº 184",09172,Huérmeces,Burgos,2022-12-26 02:51:12,7,1.5,27.5,41.25
622,Elijah,Gallagher,"Calle P, nº 230",45111,Navalmoralejo,Toledo,2022-11-16 18:34:45,7,3.0,28.4,85.19999999999999
623,Derek,Aguilar,"Calle X, nº 48",50156,Maleján,Zaragoza,2022-08-29 23:56:55,7,0.75,24.2,18.15
624,Hilary,Velazquez,"Calle G, nº 388",46251,Vallada,Valencia,2022-04-09 13:01:26,7,1.25,22.3,27.875
